IP address      Client-ID/ 		Lease expiration 	Type       State      Interface
		Hardware address/
		User name
10.85.141.144    0100.81c4.5665.d4       Apr 11 2023 10:41 AM    Automatic  Active     Vlan1
10.85.141.145    0100.f663.4669.3c       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.146    01a4.1f72.617b.80       Apr 11 2023 03:58 PM    Automatic  Active     Vlan1
10.85.141.148    0100.81c4.565d.3c       Apr 11 2023 10:41 AM    Automatic  Active     Vlan1
10.85.141.149    012c.5a0f.212b.ac       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.150    01f8.0bcb.7f86.44       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.151    011c.a0b8.741c.31       Apr 11 2023 01:50 PM    Automatic  Active     Vlan1
10.85.141.152    0100.f663.256c.e8       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.153    0100.f663.5b5a.60       Apr 11 2023 03:50 PM    Automatic  Active     Vlan1
10.85.141.154    0100.81c4.565d.30       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.155    0100.f663.530b.64       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.156    01dc.4a3e.3ce6.c5       Apr 11 2023 02:09 PM    Automatic  Active     Vlan1
10.85.141.157    0100.f663.465d.bc       Apr 11 2023 10:42 AM    Automatic  Active     Vlan1
10.85.141.158    01e0.d55e.39d5.af       Apr 11 2023 04:50 PM    Automatic  Active     Vlan1
10.85.141.159    0150.9a4c.2de1.31       Apr 11 2023 03:09 PM    Automatic  Active     Vlan1
10.85.141.160    01a4.1f72.6180.9c       Apr 11 2023 11:18 AM    Automatic  Active     Vlan1
10.85.141.161    011c.1b0d.28fe.21       Apr 11 2023 11:02 AM    Automatic  Active     Vlan1
10.85.141.162    0174.27ea.dae8.1f       Apr 11 2023 01:52 PM    Automatic  Active     Vlan1
10.85.141.163    0100.e04c.5e1e.00       Apr 11 2023 11:03 AM    Automatic  Active     Vlan1
